title,company,city,link
Директор филиала розничной сети,Франчайзинговая розничная сеть Галамарт,Москва,https://hh.ru/vacancy/55573638?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по производству,ООО Сервисная угольная компания,Новокузнецк,https://hh.ru/vacancy/48962402?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор учебного центра,СИНЕРГИЯ,Москва,https://hh.ru/vacancy/67362571?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор / начальник производства (POS материалы),ООО ПластМетТехнолоджи,Санкт-Петербург,https://hh.ru/vacancy/68603411?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий/Директор магазина (ТЦ Седанка),Федеральная сеть книжных магазинов Читай-город,Владивосток,https://hh.ru/vacancy/68077560?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по продукту (СРО),НКО МОНЕТА (ООО),НКО МОНЕТА (ООО),https://hh.ru/vacancy/68806359?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по развитию и привлечению новых клиентов,ООО Детская бухта,Москва,https://hh.ru/vacancy/68111652?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по продажам / Sales director,Lifehacker Coffee,Lifehacker Coffee,https://hh.ru/vacancy/68386029?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Директор магазина / Управляющий ТЦ ""Променад 2""",Федеральная сеть книжных магазинов Читай-город,Кемерово,https://hh.ru/vacancy/66979851?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела развития VERATORS,ООО Вераторс,Чебоксары,https://hh.ru/vacancy/68693875?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Директор магазина (ТЦ""Бекжан"")",ТОО Глория Джинс Каспиан,Шымкент,https://hh.ru/vacancy/68392509?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Операционный директор,ООО АЗБУКА ЗНАНИЙ,Москва,https://hh.ru/vacancy/68662458?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий,Пекарня Булки,Санкт-Петербург,https://hh.ru/vacancy/68173143?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж (B2B),ООО ФАСТИМПОРТ,Москва,https://hh.ru/vacancy/68876924?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Начальник управления, Альфа-Банк,Комсомольск-на-Амуре,https://hh.ru/vacancy/68631169?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель директора по продажам,АО Управляющая компания группы предприятий Готэк,Белгород,https://hh.ru/vacancy/55008661?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина CHARUEL,Charuel,Москва,https://hh.ru/vacancy/68579774?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель обособленного подразделения,ООО ПОЖТЕХПРОМ,Санкт-Петербург,https://hh.ru/vacancy/68218204?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Исполнительный директор автосалона,ТОО Урал-Кров-Авто Плюс,Уральск,https://hh.ru/vacancy/68438693?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Управляющий точкой ""Fresh Mango""",Фреш Манго,Екатеринбург,https://hh.ru/vacancy/68697706?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Территориальный управляющий АЗС,ООО ГазОйл,Рубцовск,https://hh.ru/vacancy/68442798?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий филиалом школы программирования и робототехники,ООО Лига Роботов,Москва,https://hh.ru/vacancy/68205967?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина,ARYA HOME,Мытищи,https://hh.ru/vacancy/68816936?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по персоналу,ООО Книт,Санкт-Петербург,https://hh.ru/vacancy/67645532?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Начальник отдела сбыта и сервисного обслуживания,ОАО МНИПИ,Минск,https://hh.ru/vacancy/68737278?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина одежды,MODIS,Нальчик,https://hh.ru/vacancy/68126063?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель лизинговой компании,АО Виш Хоум Девелопмент,Москва,https://hh.ru/vacancy/68252904?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор Клиники,ООО Варикоза Нет,Самара,https://hh.ru/vacancy/68649076?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель офисов продаж/сопровождения клиентов,ООО Движение,Воронеж,https://hh.ru/vacancy/68440227?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор региональных продаж (удаленно),Федеральная сеть баров,Москва,https://hh.ru/vacancy/67754151?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор супермаркета (пр-т Королёва),"Лента, федеральная розничная сеть, Супермаркет",Королев,https://hh.ru/vacancy/55564251?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель группы продаж,ООО ИТ Эксперт Информсистемы,Саратов,https://hh.ru/vacancy/68863148?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
HR директор,"ТОО Prostaff (HR Капитал, ТМ)",Нур-Султан,https://hh.ru/vacancy/67477252?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Территориальный директор (г. Нижний Новгород, 5 студий)",Компания «Мария». Вакансии в студиях,Нижний Новгород,https://hh.ru/vacancy/67470712?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Региональный директор по развитию (франчайзинг),ООО Арома Тренд,Москва,https://hh.ru/vacancy/68066800?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий магазином,ООО Чижик,Щелково,https://hh.ru/vacancy/68583334?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела / Начальник отдела продаж элитной загородной недвижимости,ООО Аллея недвижимости,Москва,https://hh.ru/vacancy/67622772?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель директора по продажам,АО Управляющая компания группы предприятий Готэк,Орел,https://hh.ru/vacancy/55008659?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
HR-директор,ООО Честный Тариф,Москва,https://hh.ru/vacancy/68576557?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по персоналу (HR- директор),ООО РОСТАР,Казань,https://hh.ru/vacancy/68650727?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель направления продаж в регионе ПФО,Терминус,Москва,https://hh.ru/vacancy/68353903?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель GR,THINK24,Санкт-Петербург,https://hh.ru/vacancy/67340231?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина,билайн: Офисы продаж,Агинское,https://hh.ru/vacancy/68592399?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела HR,"ТОО Prostaff (HR Капитал, ТМ)",Алматы,https://hh.ru/vacancy/68888419?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель Управления продаж,MAURO PRATO,Москва,https://hh.ru/vacancy/68569081?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Дивизиональный директор,ООО Восхождение,Красноярск,https://hh.ru/vacancy/68558611?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий в билингвальный детский сад,Сеть английских детских клубов и начальная школа Discovery,Москва,https://hh.ru/vacancy/68480250?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Управляющий магазином (ТЦ ""Макси"")",NEW YORKER,Киров (Кировская область),https://hh.ru/vacancy/55504230?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по персоналу,ИП Щипцова Ольга Викторовна,Санкт-Петербург,https://hh.ru/vacancy/68312655?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель по складским операциям,Леруа Мерлен. Склады,Санкт-Петербург,https://hh.ru/vacancy/67975699?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Технический директор,ООО Восхождение,Балашиха,https://hh.ru/vacancy/68024990?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий магазином,ТОО RICH FAMILY COMPANY (РИЧ ФЭМИЛИ КОМПАНИ),Алматы,https://hh.ru/vacancy/68861488?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель группы продаж (B2B),ООО Первое Национальное Рекламное Агентство,Москва,https://hh.ru/vacancy/68380949?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель филиала,ТОО Идеал Трейд,Нур-Султан,https://hh.ru/vacancy/68239268?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж / РОП,ТОО Как в кино,Караганда,https://hh.ru/vacancy/68226487?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий магазином,ООО Чижик,Невьянск,https://hh.ru/vacancy/68376325?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор департамента маркетинга и продаж,ТОО Вайпоинг,Нур-Султан,https://hh.ru/vacancy/68133306?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий директор,ООО ВОЛГАЭКСПОСЕРВИС,Самара,https://hh.ru/vacancy/68613379?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель Отдела Продаж / Директор по Продажам (онлайн),Первый Центр Брака и Семьи,Санкт-Петербург,https://hh.ru/vacancy/68756923?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по персоналу,ACEA,Москва,https://hh.ru/vacancy/68058812?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по персоналу (HR- директор),ООО РОСТАР,Уфа,https://hh.ru/vacancy/68650730?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель шинного центра,ООО ЗАПАСКА,Новосибирск,https://hh.ru/vacancy/68182791?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
HR Директор (Руководитель отдела персонала),ДИНАЛ,Новосибирск,https://hh.ru/vacancy/68180452?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель секции (улица Елизаровых),"Лента, федеральная розничная сеть, Гипермаркет",Томск,https://hh.ru/vacancy/68252013?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Управляющий салоном/отделом розничных продаж (ламинат, сантехника, двери, керамическая плитка, обои)",ООО ОТДЕЛКИНО CITY,Москва,https://hh.ru/vacancy/68295917?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель в г. Сочи,Реал Инвест,Сочи,https://hh.ru/vacancy/66171147?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель направления дилерских продаж (Стоматология),Корос Груп,Москва,https://hh.ru/vacancy/68620420?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж Akbirova Art (удалённо),ООО АртЛаб Групп,Казань,https://hh.ru/vacancy/68531150?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель по развитию партнерской сети,ONEHOUSE,Москва,https://hh.ru/vacancy/68055894?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий салона оптики,ТОО ДЖОПС,Алматы,https://hh.ru/vacancy/68331979?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель дивизиона автомобильного направления,ТОО Wurth Kazakhstan Ltd,Алматы,https://hh.ru/vacancy/68006373?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор/Управляющий магазином одежды (ТЦ Альтаир),MODIS,Ярославль,https://hh.ru/vacancy/68893860?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по Закупкам (ювелирный рынок),ИП Волчанская Анастасия Александровна,Москва,https://hh.ru/vacancy/68618902?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Региональный директор,ООО Brinex,Набережные Челны,https://hh.ru/vacancy/68677036?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по продажам,ООО Базис Геномик,Новосибирск,https://hh.ru/vacancy/67926176?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий магазином,ООО Чижик,Новоуральск,https://hh.ru/vacancy/67991759?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Территориальный директор по продажам,ИП Яценюк Денис Александрович,Москва,https://hh.ru/vacancy/68492800?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж (металлопрокат),ООО Инокспоинт Групп,Москва,https://hh.ru/vacancy/67971887?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
