title,company,city,link
Управляющий сети,ЛК МАЛАХИТ,Сочи,https://hh.ru/vacancy/68643953?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель филиала,ООО Тринити,Ростов-на-Дону,https://hh.ru/vacancy/68562001?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий сети школ вокала,Vocal-Mix,Москва,https://hh.ru/vacancy/55565454?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Head of Sales Department / Руководитель отдела продаж,GENIUS SCHOOL,GENIUS SCHOOL,https://hh.ru/vacancy/68878661?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж,Ardistroy,Москва,https://hh.ru/vacancy/68930241?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий в ресторан (Fine Dining),Ресторанный Холдинг Тигрус,Москва,https://hh.ru/vacancy/68883003?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Менеджер (Управляющий),Казанский Филиал ООО Фонкор,Киров (Кировская область),https://hh.ru/vacancy/68895184?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по цифровой трансформации (CDTO),Pudov,Москва,https://hh.ru/vacancy/68651696?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Финансовый директор (CFO),ООО Требити,Москва,https://hh.ru/vacancy/68624823?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор хлебозавода,ООО Возрождение,Почеп,https://hh.ru/vacancy/68868724?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель операционного директора (пекарни),ООО Неотрейд,Ижевск,https://hh.ru/vacancy/68285520?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель\управляющий по маркетплейсам,ИП Бродская Наталья Владимировна,ИП Бродская Наталья Владимировна,https://hh.ru/vacancy/68387074?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий / Операционный директор,Сервисный центр iSupport,Москва,https://hh.ru/vacancy/68410861?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор автосалона,ООО Моторинвест,Москва,https://hh.ru/vacancy/68620653?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель операционного директора (пекарни),ООО Неотрейд,Санкт-Петербург,https://hh.ru/vacancy/68285517?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий (руководитель региона) в г. Иваново,Банк Русский Стандарт,Казань,https://hh.ru/vacancy/68850260?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по продажам,Mediator Group,Екатеринбург,https://hh.ru/vacancy/68027640?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Генеральный директор управляющей компании (МКД ЖКХ),Ассоциация управляющих многоквартирными домами Основа,Москва,https://hh.ru/vacancy/66518188?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель офиса продаж (руководитель обособленного подразделения),"Деловая Русь, группа компаний",Иркутск,https://hh.ru/vacancy/68490430?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по развитию бизнеса,ООО Кофейный Барон,Челябинск,https://hh.ru/vacancy/68817985?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Исполнительный директор,ООО НПП Спецавиа,Москва,https://hh.ru/vacancy/68519629?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий автопарком,ООО Невакар,Санкт-Петербург,https://hh.ru/vacancy/68125020?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Территориальный управляющий в ресторан (суши-бар),Много Лосося (ООО Эмейзинг Пицца Бор),Москва,https://hh.ru/vacancy/68134141?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по работе с корпоративными клиентами (банковский сектор),FinCredit,Москва,https://hh.ru/vacancy/68610537?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий директор бизнес-единицы,Teikaboom,Москва,https://hh.ru/vacancy/66810221?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор железнодорожной транспортной компании,ТОО D.B Logistics,Нур-Султан,https://hh.ru/vacancy/68880696?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель операционного директора (пекарни),ООО Неотрейд,Москва,https://hh.ru/vacancy/68285515?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель генерального директора в топливную компанию в ЯНАО,АО ТОП-АЛЬЯНС,Тюмень,https://hh.ru/vacancy/67415801?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж,ООО АЛЛЕС,Санкт-Петербург,https://hh.ru/vacancy/68843687?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор производства,ООО Сварочный цех,Москва,https://hh.ru/vacancy/68211265?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина (г. Каспийск),ИП Яников Рашид Заурович,Махачкала,https://hh.ru/vacancy/68571250?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Финансовый директор,Алма Продакшн,Ставрополь,https://hh.ru/vacancy/68138077?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель по эффективности бизнеса магазина,Леруа Мерлен. Гипермаркеты,Санкт-Петербург,https://hh.ru/vacancy/53554262?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель/Директор колл-центра,ООО Анатомия,Москва,https://hh.ru/vacancy/68871275?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж и снабжения,ООО ТРАНСЭКСПЕРТ,Москва,https://hh.ru/vacancy/68850641?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий (руководитель региона) в г. Иваново,Банк Русский Стандарт,Владимир,https://hh.ru/vacancy/68850258?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель директора по производству (в Бердске),Первый Снег,Бердск,https://hh.ru/vacancy/68911952?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж,Калкулэйт,Санкт-Петербург,https://hh.ru/vacancy/68526724?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заведующий магазином,ТОО Бэст Прайс Казахстан,Кандыагаш,https://hh.ru/vacancy/68717733?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Бренд-директор,ООО Диорит,Ростов-на-Дону,https://hh.ru/vacancy/68003054?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Коммерческий директор в международный проект для детей,ООО Театр Аф,Санкт-Петербург,https://hh.ru/vacancy/68593481?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Дизайн-директор,Data Driven Lab,Санкт-Петербург,https://hh.ru/vacancy/67375275?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор универсального офиса,Банк ВТБ (ПАО),Краснодар,https://hh.ru/vacancy/67765567?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Финансовый директор,Алма Продакшн,Ростов-на-Дону,https://hh.ru/vacancy/68138078?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж IT компании(Удаленно),ООО Айти Платформа,ООО Айти Платформа,https://hh.ru/vacancy/68774753?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
HR партнер / HR директор,ООО Октус,Санкт-Петербург,https://hh.ru/vacancy/68801333?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Руководитель группы офисов / Начальник сети офисов (Москва, Юг Москвы)",билайн,Москва,https://hh.ru/vacancy/68045611?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по развитию бизнес-направлений,Like Центр,Москва,https://hh.ru/vacancy/68468662?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по развитию сети оптик,ООО Три-З,Краснодар,https://hh.ru/vacancy/68154050?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж B2B,TONKA,Москва,https://hh.ru/vacancy/67370320?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по маркетингу,Можайская executive,Москва,https://hh.ru/vacancy/68110333?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющая/Управляющий кофейни,ТОО Dostar coffee,Москва,https://hh.ru/vacancy/68671111?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Региональный директор,ТОО FREEDOM MOBILE,Шымкент,https://hh.ru/vacancy/68757809?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий салоном красоты,Центр Красоты и Здоровья Мармелад PRO,Москва,https://hh.ru/vacancy/68660557?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж в IT Компанию,ООО Система Продаж,Москва,https://hh.ru/vacancy/68514756?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор филиала,ООО Нпк Химия,Барнаул,https://hh.ru/vacancy/68477155?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж СРО (входящие заявки),ООО СРО-Экспертиза,Санкт-Петербург,https://hh.ru/vacancy/68853502?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Генеральный директор школы,ТОО Корпорация управления бизнесом (КУБ),Алматы,https://hh.ru/vacancy/68062810?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель филиала УФО,ООО Комплектстрой,Екатеринбург,https://hh.ru/vacancy/68129381?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий директор в суши бар,LASOSЬ - Sushi & rolls,Новосибирск,https://hh.ru/vacancy/68508041?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж,ИП Белихин Роман Александрович,Москва,https://hh.ru/vacancy/68653991?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор гипермаркета (ТРЦ Новомоскосвкий),Домовой,Москва,https://hh.ru/vacancy/68159191?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Технический директор,Hardcore,Москва,https://hh.ru/vacancy/68410953?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор филиала,Торговый дом София,Моздок,https://hh.ru/vacancy/68384928?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина,УК Консалтинг -НН,Красноярск,https://hh.ru/vacancy/68826393?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по организационному развитию (удаленно),Нескучные Финансы,Нескучные Финансы,https://hh.ru/vacancy/67890929?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Операционный директор,HR SERVICE,HR SERVICE,https://hh.ru/vacancy/68787296?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по продажам,Общество с ограниченной ответственностью Трубная Снабженческая Компания-Регион,Челябинск,https://hh.ru/vacancy/68892651?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Бизнес - ассистент/заместитель директора,ООО ТПК Полимер-Сервис,Новосибирск,https://hh.ru/vacancy/68765210?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж (сборные грузы),ООО НОВОТЭК,Тюмень,https://hh.ru/vacancy/68796614?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор магазина Светофор (п. Новомихайловский),ООО Торгсервис 123,Новомихайловский,https://hh.ru/vacancy/68781070?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор дилерского центра (Барнаул),ООО Р-Моторс ЛАДА,Барнаул,https://hh.ru/vacancy/68427847?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель департамента деловых мероприятий/Шеф MICE,ТОО Интэрнэшнл Трэвэл плюс,Алматы,https://hh.ru/vacancy/68920448?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по маркетингу,Лаборатория Катрин,Екатеринбург,https://hh.ru/vacancy/68816222?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по бурению и зарезке боковых стволов,Группа Компаний Петро Велт Технолоджис,Москва,https://hh.ru/vacancy/68727937?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор флагманского магазина женской одежды,Charuel,Москва,https://hh.ru/vacancy/67551655?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж (офис),ООО Амиго-Груп,Ростов-на-Дону,https://hh.ru/vacancy/68891867?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Региональный директор по рознице,АО ГЛОРИЯ ДЖИНС. Магазины,Барнаул,https://hh.ru/vacancy/67697913?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела региональных продаж,ООО Галактика,Санкт-Петербург,https://hh.ru/vacancy/68640443?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела по работе с торговыми сетями,Группа компаний «Новосибхолод»,Москва,https://hh.ru/vacancy/68564092?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Директор магазина ""Светофор"" в г.Азов",Сеть магазинов низких цен Светофор,Азов,https://hh.ru/vacancy/68938423?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель директора филиала,АО Совплим,Москва,https://hh.ru/vacancy/67977586?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор мебельных салонов,Дятьково,Орел,https://hh.ru/vacancy/68292438?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель проектного офиса,"Лента, федеральная розничная сеть, Офис",Санкт-Петербург,https://hh.ru/vacancy/68295798?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель директора в салон мягкой мебели,MZ5,Санкт-Петербург,https://hh.ru/vacancy/66690560?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор производства,Группа компаний Сача,Москва,https://hh.ru/vacancy/68767650?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж,ООО РемиЛинг,Москва,https://hh.ru/vacancy/67836442?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Территориальный управляющий (офис),Like Центр,Екатеринбург,https://hh.ru/vacancy/68452815?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Коммерческий директор,Си-Эн-Эс,Москва,https://hh.ru/vacancy/68660390?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела продаж/Директор по продажам/Директор магазина,ООО Альтек,Новосибирск,https://hh.ru/vacancy/68515909?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Генеральный директор / Управляющая (Управляющий) салоном красоты,Family Group,Москва,https://hh.ru/vacancy/68664282?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор розничного бизнеса,билайн,Челябинск,https://hh.ru/vacancy/68458197?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель проекта по развитию продаж,АО Красная звезда,Москва,https://hh.ru/vacancy/68773477?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Начальник цеха/руководитель производства,ТРОКОТ,Ивантеевка,https://hh.ru/vacancy/67915909?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор гипермаркета,Леруа Мерлен. Гипермаркеты,Владивосток,https://hh.ru/vacancy/68496645?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор службы поддержки,ТОО AVIATA.KZ,Алматы,https://hh.ru/vacancy/68782885?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Исполнительный директор пироговой Штолле,ООО Мупай,Мурманск,https://hh.ru/vacancy/68087681?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор филиала транспортной компании BARTEX,ООО Бартэкс,Новосибирск,https://hh.ru/vacancy/68800354?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель дирекции,ООО ИЗОБИЛИЕ,Бугульма,https://hh.ru/vacancy/68906193?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Управляющий студии,ТОО BeFit AST,Нур-Султан,https://hh.ru/vacancy/68724600?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела по работе с ключевыми партнерами,ООО Палладиум Стандарт,Москва,https://hh.ru/vacancy/68380402?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель пляжа,Курорт MIRACLEON,Анапа,https://hh.ru/vacancy/68750563?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
"Управляющий / Директор магазина (ТРЦ ""Альтаир"")",Федеральная сеть книжных магазинов Читай-город,Ярославль,https://hh.ru/vacancy/53624106?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель директора,ООО Олан,Тюмень,https://hh.ru/vacancy/68620184?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по производству,ООО Маркетплейс Среда,Санкт-Петербург,https://hh.ru/vacancy/68776296?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Коммерческий директор с опытом работы в сфере общественного питания и продовольствия,ИП Гаспарян Самвел Георгиевич,Москва,https://hh.ru/vacancy/68693707?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Руководитель отдела активных продаж (РОП),ПрофМастер,Москва,https://hh.ru/vacancy/68580747?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Заместитель Директора,ТОО MAGNUM. Защита активов и предотвращение потерь/Активтерді қорғау және шығындарды болдырмау,Шымкент,https://hh.ru/vacancy/68902466?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор по развитию розничной сети,Pedant.ru (ИП Шехтель Андрей Владимирович),Иркутск,https://hh.ru/vacancy/68921231?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
Директор филиала (г. Красноярск),Proplex,Красноярск,https://hh.ru/vacancy/68167235?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80
